,Open,High,Low,Close,Volume
2015-02-26,9.075254237738895,9.085023303391306,8.79195785522461,8.79195785522461,27351634
2015-02-27,8.743113400076437,8.889646588993763,8.733344334489408,8.840802192687988,18952562
2015-03-02,8.889646441081995,8.889646441081995,8.801726715520338,8.811495780944824,12848653
2015-03-03,8.791957914724465,8.80172698044299,8.664962855271808,8.74311351776123,18700670
2015-03-04,8.674731715241437,8.694268914585715,8.440279733333945,8.459816932678223,13659464
2015-03-05,8.078832467214818,8.479354824588638,8.03975620636924,8.352359771728516,24096130
2015-03-06,8.450048128337935,8.53796785717772,8.205827073396035,8.264440536499023,20273501
2015-03-09,8.362128688507987,8.401204017030624,8.313284294947362,8.323053359985352,8385640
2015-03-10,8.11790720229747,8.254670378730225,8.029987485088261,8.059293746948242,24481592
2015-03-11,8.156983375549316,8.196058705962693,7.971374857363754,8.156983375549316,12923650
2015-03-12,8.215595676922112,8.23513380740023,8.039756229136406,8.176520347595215,13836727
2015-03-13,8.01045017199408,8.06906363331334,7.942068576812744,7.942068576812744,11536029
2015-03-16,8.127676838952837,8.254671906015156,8.127676838952837,8.22536563873291,20072728
2015-03-17,8.342590517127643,8.528198093783887,8.332821452138022,8.498891830444336,14947148
2015-03-18,8.381666125981498,8.489123049575856,8.332821731027938,8.430510520935059,11280364
2015-03-19,8.625886861366741,8.76265097603139,8.586811533123885,8.674731254577637,13734896
2015-03-20,8.772419407635395,8.772419407635395,8.694268748492535,8.733344078063965,10107723
2015-03-23,8.811495406256636,8.860338868043398,8.782188211229402,8.801726341247559,8893489
2015-03-24,8.5281982421875,8.606349831835116,8.508661043497593,8.5281982421875,9406405
2015-03-25,8.586811930241577,8.6356563257114,8.508661270141602,8.508661270141602,12150312
2015-03-26,8.274209022521973,8.283977155996869,8.186289299842636,8.274209022521973,9868237
2015-03-27,8.196058543113184,8.479354915888619,8.17652041248002,8.430510520935059,17259273
2015-03-30,8.616117572171628,8.704037291337345,8.557505047147343,8.694268226623535,13329982
2015-03-31,8.694268226623535,8.694268226623535,8.694268226623535,8.694268226623535,14887593
2015-04-01,8.537967195092298,8.674731310640828,8.450047473070336,8.625886917114258,17122861
2015-04-02,8.616118683264746,8.821264410562927,8.616118683264746,8.723576545715332,28058718
2015-04-03,8.743113119072754,8.94825883166013,8.733344053799703,8.909183502197266,17171754
2015-04-06,8.801726920877021,8.860339451532735,8.655193730978985,8.79195785522461,20113434
2015-04-07,8.71380663913622,8.762651032662788,8.625886917114258,8.625886917114258,18521687
2015-04-08,8.743113029690756,8.860339016880934,8.733343964517575,8.831032752990723,17643541
2015-04-09,8.899414664044368,8.938489994504467,8.870108399106636,8.889646530151367,13407299
2015-04-10,8.801727127148453,8.840802459044463,8.72357646335643,8.772419929504395,8391680
2015-04-13,8.762650957443684,8.850570678710938,8.743112827549046,8.850570678710938,13578941
2015-04-14,8.733343593726296,8.850570507568706,8.694268266321922,8.821263313293457,15135399
2015-04-15,8.684501189304383,8.723576521460659,8.59658145904541,8.59658145904541,11444119
2015-04-16,8.645425364345979,8.733344157964044,8.625887233566841,8.684500694274902,17525045
2015-04-17,8.733343781127264,8.752881911063348,8.664962189609595,8.674731254577637,6779397
2015-04-20,8.752882524244342,8.821264120552467,8.73334439293952,8.79195785522461,13647221
2015-04-21,8.870108059928626,9.006872177124023,8.850570861260328,9.006872177124023,23054905
2015-04-22,9.026410017122178,9.026410017122178,8.899414956052546,8.948259353637695,16299231
2015-04-23,8.948259353637695,8.948259353637695,8.948259353637695,8.948259353637695,0
2015-04-24,8.967797140822164,9.085023131545606,8.958028075354537,9.065485000610352,9604724
2015-04-27,9.085022644491161,9.192479563986135,9.05571638128877,9.153404235839844,14858163
2015-04-28,9.172942327835184,9.182710461109423,9.026409149169922,9.026409149169922,9262132
2015-04-29,9.075254294074231,9.094792425500337,9.016640831425292,9.045948028564453,9761437
2015-04-30,8.870107895791913,8.899414159066726,8.655193124641553,8.674731254577637,18366768
2015-05-01,8.674731254577637,8.674731254577637,8.674731254577637,8.674731254577637,0
2015-05-04,8.782188155709013,8.870107876976265,8.762650957443684,8.850570678710938,10934592
2015-05-05,8.850570998407598,8.889646327979028,8.733344078063965,8.733344078063965,13446134
2015-05-06,8.596580183563034,8.664961771783329,8.528197663713474,8.53796672821045,14092235
2015-05-07,8.528198074944946,8.70403751785245,8.528198074944946,8.674731254577637,14949331
2015-05-08,8.635656387010194,8.782188642830443,8.508661330538942,8.762651443481445,22028425
2015-05-11,8.889646676474419,8.958028272997806,8.87010854510809,8.918952941894531,14781124
2015-05-12,9.143635544850243,9.19247993993806,9.094792081391772,9.16317367553711,18585320
2015-05-13,9.212018738247266,9.24132500477213,9.172943405670976,9.231555938720703,9672615
2015-05-14,9.358549696707398,9.397625023831527,9.299937171835845,9.348780632019043,13253969
2015-05-15,9.407394930000743,9.534389987421052,9.397625864438558,9.446470260620117,19582266
2015-05-18,9.505082819775179,9.602771612436767,9.485545620220485,9.573465347290039,15287539
2015-05-19,9.573465347290039,9.573465347290039,9.573465347290039,9.573465347290039,0
2015-05-20,9.368319885250557,9.426932417153463,9.339013619299104,9.37808895111084,10574386
2015-05-21,9.32924441283732,9.32924441283732,9.045948028564453,9.045948028564453,14444723
2015-05-22,9.172942421772259,9.192479620150117,9.094791765002194,9.104559898376465,7866029
2015-05-25,9.075253769907057,9.104560033724168,8.9677968481581,9.006872177124023,6535800
2015-05-26,9.124097784186551,9.212017503607123,8.98733367268463,8.997102737426758,17386776
